Station Name,Address,City,Postal Code,Region,Country,Latitude,Longitude,Location Details,Category
"SAFEWAY CALTEX COBURG","565 SYDNEY ROAD","COBURG","3058","VIC","AUSTRALIA",-37.739,144.9667,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"WAVERLEY GARDENS","POLICE ROAD","WAVERLEY GARDENS","3170","VIC","AUSTRALIA",-37.9367,145.188,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  MULGRAVE","303 WELLINGTON ROAD","MULGRAVE","3170","VIC","AUSTRALIA",-37.918,145.1595,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  OAKLEIGH","164-168 WARRIGAL ROAD","OAKLEIGH","3166","VIC","AUSTRALIA",-37.9081,145.0856,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS HEATHERTON ROAD","2841 BELGRAVE-HALLAM ROAD","NARRE WARREN NORTH","3804","VIC","AUSTRALIA",-37.9822,145.3108,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BERWICK SOUTH","CORNER CLYDE ROAD AND O'SHEAS ROAD","BERWICK SOUTH","3806","VIC","AUSTRALIA",-38.0615,145.3385,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ST KILDA","154-158 STREET KILDA ROAD","ST KILDA","3182","VIC","AUSTRALIA",-37.8608,144.9849,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX WAURN PONDS","173 PIONEER ROAD","GROVEDALE","3216","VIC","AUSTRALIA",-38.2,144.3215,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BLACKBURN SOUTH","CANTERBURY ROAD","BLACKBURN SOUTH","3130","VIC","AUSTRALIA",-37.8307,145.1366,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS CHELTENHAM","284 WARRIGAL ROAD","CHELTENHAM","3192","VIC","AUSTRALIA",-37.9681,145.0745,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS DANDENONG","51 CHELTENHAM ROAD","DANDENONG","3175","VIC","AUSTRALIA",-37.9909,145.2083,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MORNINGTON","MORNINGTON TYABB ROAD","MORNINGTON","3931","VIC","AUSTRALIA",-38.2315,145.0464,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HEIDELBERG","LOWER HEIDELBERG ROAD","HEIDELBERG","3084","VIC","AUSTRALIA",-37.7569,145.0693,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MOOROOPNA MCLEANNAN STREET","107-109 MCLENNAN STREET","MOOROOPNA","3629","VIC","AUSTRALIA",-36.3954,145.3575,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS HORSHAM","170-174 BAILLIE STREET","HORSHAM","3400","VIC","AUSTRALIA",-36.7114,142.1989,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BENDIGO","CORNER MCIVOR HIGHWAY AND MURPHY STREET","BENDIGO","3550","VIC","AUSTRALIA",-36.7581,144.2989,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ENDEAVOUR HILLS","13-17 HEATHERTON ROAD","ENDEAVOUR HILLS","3802","VIC","AUSTRALIA",-37.9751,145.2621,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP LORNE","74 MOUNTJOY PARADE","LORNE","3232","VIC","AUSTRALIA",-38.5388,143.9749,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BENDIGO","117 HIGH STREET","BENDIGO","3550","VIC","AUSTRALIA",-36.7614,144.2732,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  GLADSTONE PARK","CORNER GLADSTONE PARK AND CIRCULAR ROAD","GLADSTONE PARK","3043","VIC","AUSTRALIA",-37.6893,144.8859,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  NORTH FITZROY","269 STREET GEORGES ROAD","FITZROY NORTH","3068","VIC","AUSTRALIA",-37.7821,144.9846,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ECHUCA","44 NORTHERN HIGHWAY","ECHUCA","3564","VIC","AUSTRALIA",-36.1446,144.7306,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HALLS GAP","111 GRAMPIANS ROAD","HALLS GAP","3381","VIC","AUSTRALIA",-37.1402,142.5195,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX KILSYTH","534 MOUNT DANDENONG ROAD","KILSYTH","3137","VIC","AUSTRALIA",-37.8025,145.3112,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WARRNAMBOOL","10691 PRINCES HIGHWAY","WARRNAMBOOL","3280","VIC","AUSTRALIA",-38.3855,142.5341,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS WOOLPAK","MCIVOR ROAD AND KENNEDY STREET","BENDIGO","3550","VIC","AUSTRALIA",-36.7569,144.2922,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX HORSHAM","88 STREETAWELL ROAD","HORSHAM","3400","VIC","AUSTRALIA",-36.7328,142.2045,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX DANDENONG","154 PRINCES HIGHWAY","DANDENONG","3175","VIC","AUSTRALIA",-37.9747,145.2036,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX ALTONA NORTH","2 LANGSHAW STREET","ALTONA NORTH","3025","VIC","AUSTRALIA",-37.8268,144.8482,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"QUEEN BEE ROADHOUSE","75-79 FARRELL STREET","OUYEN","3490","VIC","AUSTRALIA",-35.0612,142.3184,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SAFEWAY KEW","113 WILLSMERE ROAD","KEW","3101","VIC","AUSTRALIA",-37.7953,145.0358,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP EDITHVALE","CORNER STATION STREET AND LOCHIEL AVENUE","EDITHVALE","3196","VIC","AUSTRALIA",-38.0344,145.1068,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX KARINGAL","KARINGAL DRIVE","FRANKSTON","3199","VIC","AUSTRALIA",-38.1516,145.1654,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"GEELONG","SYDNEY PARADE","GEELONG","3220","VIC","AUSTRALIA",-38.152,144.3674,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX NORLANE","290 ANAKIE ROAD","NORLANE","3214","VIC","AUSTRALIA",-38.09,144.336,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ALTONA","MILLERS ROAD","ALTONA NORTH","3025","VIC","AUSTRALIA",-37.8495,144.8446,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"OFFICER INBOUND","94 PRINCES HIGHWAY","OFFICER","3809","VIC","AUSTRALIA",-38.0731,145.3897,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL ESSENDON","294-296 KEILOR ROAD","ESSENDON","3041","VIC","AUSTRALIA",-37.7381,144.8951,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX FAWKNER","1243 SYDNEY ROAD","FAWKNER","3060","VIC","AUSTRALIA",-37.7042,144.9599,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX COBRAM","2 MURRAY STREET","COBRAM","3644","VIC","AUSTRALIA",-35.9215,145.6448,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX LANGWARRIN","405 CRANBOURNE-FRANKSTON ROAD","LANGWARRIN","3910","VIC","AUSTRALIA",-38.1423,145.2091,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX TAYLORS LAKE","479 MELTON HIGHWAY","TAYLORS LAKES","3038","VIC","AUSTRALIA",-37.6966,144.7753,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP HORSHAM","2-6 DIMBOOLA ROAD","HORSHAM","3400","VIC","AUSTRALIA",-36.711,142.198,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX BENALLA","135 BRIDGE STREET","BENALLA","3672","VIC","AUSTRALIA",-36.5501,145.9884,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MITCHAM","208 MITCHAM ROAD","MITCHAM","3132","VIC","AUSTRALIA",-37.8037,145.1887,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX MANSFIELD","4 CHENERY STREET","MANSFIELD","3722","VIC","AUSTRALIA",-37.0532,146.093,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP BULLA","84 BULLA ROAD","BULLA","3428","VIC","AUSTRALIA",-37.6371,144.8055,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS CARLTON","406 LYGON STREET","CARLTON","3053","VIC","AUSTRALIA",-37.7974,144.9678,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP HAMILTON","146-150 THOMPSON STREET","HAMILTON","3300","VIC","AUSTRALIA",-37.7422,142.0221,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"WILLIAMSTOWN NORTH","CHAMPION ROAD","WILLIAMSTOWN NORTH","3016","VIC","AUSTRALIA",-37.8575,144.888,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL TRAFALGAR","41 PRINCES HIGHWAY","TRAFALGAR","3824","VIC","AUSTRALIA",-38.2085,146.1512,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP TARNEIT","410 DERRIMUT ROAD","TARNEIT","3029","VIC","AUSTRALIA",-37.8479,144.6891,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS HALLAM","206 PRINCES HIGHWAY","HALLAM","3803","VIC","AUSTRALIA",-38.0054,145.2711,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS HAMILTON","169 THOMPSON STREET","HAMILTON","3300","VIC","AUSTRALIA",-37.7415,142.0208,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BAYSWATER EAST","MOUNTAIN HIGHWAY","BAYSWATER","3153","VIC","AUSTRALIA",-37.838,145.2865,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BACCHUS MARSH","28 BACCHUS MARSH ROAD","BACCHUS MARSH","3340","VIC","AUSTRALIA",-37.6715,144.426,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BURNLEY","SWAN STREET","BURNLEY","3121","VIC","AUSTRALIA",-37.8268,145.0093,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WYCHEPROOF","432 BROADWAY","WYCHEPROOF","3527","VIC","AUSTRALIA",-36.073,143.2261,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX CHIRNSIDE PARK","KIMBERLY DRIVE","CHIRNSIDE PARK","3116","VIC","AUSTRALIA",-37.759,145.3109,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX EPPING","212 COOPER STREET","EPPING","3076","VIC","AUSTRALIA",-37.6501,145.0122,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX LAKES ENTRANCE","413 ESPLANADE","LAKES ENTRANCE","3909","VIC","AUSTRALIA",-37.8804,147.9877,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  DONCASTER","882 DONCASTER ROAD","DONCASTER EAST","3109","VIC","AUSTRALIA",-37.7876,145.1467,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"APEX","1-3 SILVERMINES ROAD","ST ARNAUD","3478","VIC","AUSTRALIA",-36.6119,143.2541,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CORIO","BACCHUS MARSH ROAD","CORIO","3214","VIC","AUSTRALIA",-38.0745,144.358,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX SOUTH MORANG","538C PLENTY ROAD","MILL PARK","3082","VIC","AUSTRALIA",-37.6559,145.0815,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SPRINGVALE","162 SPRINGVALE ROAD","SPRINGVALE","3171","VIC","AUSTRALIA",-37.9468,145.1529,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HAWTHORN","290 BARKERS ROAD","HAWTHORN","3122","VIC","AUSTRALIA",-37.8154,145.0411,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL MIRBOO NORTH","108 RIDGEWAY STREET","MIRBOO NORTH","3871","VIC","AUSTRALIA",-38.4016,146.1611,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX GEELONG WEST","39 SHANNON AVENUE","MANIFOLD HEIGHTS","3218","VIC","AUSTRALIA",-38.1308,144.3379,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"UNITED MILDURA","CALDER HIGHWAY AND BENETOOK AVENUE","MILDURA","3500","VIC","AUSTRALIA",-34.2189,142.1504,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX MELTON","1-19 SHERWIN CIRCUIT","MELTON","3337","VIC","AUSTRALIA",-37.6838,144.6067,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MELTON","145-147 COBURNS ROAD","MELTON","3337","VIC","AUSTRALIA",-37.6866,144.5674,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS WARRIGAL ROAD","416A WARRIGAL ROAD","HEATHERTON","3202","VIC","AUSTRALIA",-37.9511,145.0779,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP ESSENDON","1092-1094 MOUNT ALEXANDER ROAD","ESSENDON","3040","VIC","AUSTRALIA",-37.7464,144.912,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KEILOR PARK","614-616 FULLARTON ROAD","KEILOR PARK","3042","VIC","AUSTRALIA",-37.7252,144.8518,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CASTLEMAINE TYRE SERVICE","228 BARKER STREET","CASTLEMAINE","3450","VIC","AUSTRALIA",-37.0628,144.2177,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP GROVEDALE","132-136 TORQUAY ROAD","GROVEDALE","3216","VIC","AUSTRALIA",-38.1925,144.3435,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HAMPTON PARK","SHRIVES ROAD","HAMPTON PARK","3976","VIC","AUSTRALIA",-38.0303,145.2807,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"WERRIGAR MOTEL","22 TARRANT STREET","WARRACKNABEAL","3393","VIC","AUSTRALIA",-36.2529,142.4017,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX","BENALLA ROAD","YARRAWONGA","3730","VIC","AUSTRALIA",-36.0293,145.9951,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS FITZROY","75 ALEXANDRA PARADE","FITZROY NORTH","3068","VIC","AUSTRALIA",-37.7929,144.9787,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BUNDOORA","127-132 PLENTY ROAD","BUNDOORA","3083","VIC","AUSTRALIA",-37.692,145.0623,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CONNECT THE TULLA","ARRIVAL DRIVE AND CENTRE ROAD","MELBOURNE AIRPORT","3045","VIC","AUSTRALIA",-37.6707,144.8539,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"THE MERTON GENERAL STORE","8223 MAROONDAH HIGHWAY","MERTON","3715","VIC","AUSTRALIA",-36.9773,145.7105,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX WALLAN","84 HIGH STREET","WALLAN","3756","VIC","AUSTRALIA",-37.4128,144.9788,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"PORT MELBOURNE","CROCKFORD STREET","PORT MELBOURNE","3207","VIC","AUSTRALIA",-37.8344,144.9493,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  CROYDON","244 MOUNT DANDENONG ROAD","CROYDON","3136","VIC","AUSTRALIA",-37.7992,145.2841,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ALTONA NORTH","CORNER GRIEVE ROAD AND PINNACLE ROAD","ALTONA NORTH","3025","VIC","AUSTRALIA",-37.8389,144.8253,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL PORT MELBOURNE","422 BAY STREET","PORT MELBOURNE","3207","VIC","AUSTRALIA",-37.8351,144.9464,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BELMONT","3-9 SETTLEMENT ROAD","BELMONT","3216","VIC","AUSTRALIA",-38.1771,144.3521,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS RINGWOOD","9 MOUNT DANDENONG ROAD","RINGWOOD EAST","3135","VIC","AUSTRALIA",-37.8109,145.2394,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MOOROOPNA","53 O'BRIEN STREET","MOOROOPNA","3629","VIC","AUSTRALIA",-36.3874,145.3563,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL TRARALGON","66-68 PRINCES STREET","TRARALGON","3844","VIC","AUSTRALIA",-38.1988,146.5346,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX GOLDEN SQUARE","446 HIGH STREET","GOLDEN SQUARE","3555","VIC","AUSTRALIA",-36.7799,144.2497,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP DONALD","104 WOOD STREET","DONALD","3480","VIC","AUSTRALIA",-36.3721,142.9847,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"TOP END SERVO","312 BARKER STREET","CASTLEMAINE","3450","VIC","AUSTRALIA",-37.0553,144.2189,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX RED CLIFFS","1 INDI AVENUE","RED CLIFFS","3496","VIC","AUSTRALIA",-34.3068,142.1868,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"TAYLORS LAKES","557-561 SUNSHINE AVENUE","TAYLORS LAKES","3038","VIC","AUSTRALIA",-37.7027,144.8013,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX WENDOUREE","1259 HOWITT STREET","WENDOUREE","3355","VIC","AUSTRALIA",-37.5398,143.825,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CHIRNSIDE PARK","242 MAROONDAH HIGHWAY","CHIRNSIDE PARK","3116","VIC","AUSTRALIA",-37.7602,145.3125,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MOONEE PONDS","797 MOUNT ALEXANDER ROAD","MOONEE PONDS","3039","VIC","AUSTRALIA",-37.76,144.92,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX FITZROY NORTH","262 STREET GEORGES ROAD","FITZROY NORTH","3068","VIC","AUSTRALIA",-37.7828,144.9846,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL TAYLORS LAKES","379 MELTON HIGHWAY","TAYLORS LAKES","3038","VIC","AUSTRALIA",-37.6977,144.7805,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MYRTLEFORD","33-35 MYRTLE STREET","MYRTLEFORD","3737","VIC","AUSTRALIA",-36.5665,146.7294,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP EAST GEELONG","369 PORTARLINGTON ROAD","MOOLAP","3224","VIC","AUSTRALIA",-38.1685,144.4254,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WANGARATTA","15 ROWAN STREET","WANGARATTA","3677","VIC","AUSTRALIA",-36.3535,146.3243,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"J CHISHOLM PTY LTD","153-155 WILSON STREET","COLAC","3250","VIC","AUSTRALIA",-38.3444,143.5841,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BLACKBURN","MAROONDAH HIGHWAY AND MIDDLEBOROUGH ROAD","BLACKBURN","3130","VIC","AUSTRALIA",-37.8192,145.1392,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS AUBURNDALE","187 RIVERSDALE ROAD","HAWTHORN","3122","VIC","AUSTRALIA",-37.8294,145.0422,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"EPPING","339 DALTON STREET","EPPING","3076","VIC","AUSTRALIA",-37.6604,145.0299,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX MURRUMBEENA","969-973 NORTH ROAD","MURRUMBEENA","3163","VIC","AUSTRALIA",-37.907,145.0672,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS CRAIGIEBURN","42 CRAIGIEBURN ROAD","CRAIGIEBURN","3064","VIC","AUSTRALIA",-37.5983,144.9384,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
